uf,scale,sheet_code,sheet_title,year,acervo_url,pdf_geologia_url,pdf_recursos_url,pdf_relatorio_url,sig_zip_url,status_download
SP,,,,,https://rigeo.sgb.gov.br/handle/doc/13690,,,,,200
SP,,,,,https://rigeo.sgb.gov.br/handle/doc/18148,,,,,200
SP,,,,,https://rigeo.sgb.gov.br/handle/doc/14309,,,,,200
SP,,,,,https://rigeo.sgb.gov.br/handle/doc/13941,,,,https://rigeo.sgb.gov.br/bitstream/doc/13941/4/geoquimica_platina_sao_paulo-parana_1992.zip,200
SP,,,,,https://rigeo.sgb.gov.br/handle/doc/8121,,,,,200
SP,,,,,https://rigeo.sgb.gov.br/handle/doc/22109,,,https://rigeo.sgb.gov.br/bitstream/doc/22109/1/sp_aluminio_relatorio_idf_2019.pdf,,200
TO,,,,,https://rigeo.sgb.gov.br/handle/doc/14174,https://rigeo.sgb.gov.br/bitstream/doc/14174/1/rli_geologia_depositos_carajasv2.pdf,,,,200
TO,,,,,https://rigeo.sgb.gov.br/handle/doc/13740,https://rigeo.sgb.gov.br/bitstream/doc/13740/1/rli_manual_geologia.pdf,,,,200
TO,,,,,https://rigeo.sgb.gov.br/handle/doc/2434,https://rigeo.sgb.gov.br/bitstream/doc/2434/2/geologia_depositos_carajas_v.2.pdf,,,,200
TO,,,,,https://rigeo.sgb.gov.br/handle/doc/25019,https://rigeo.sgb.gov.br/bitstream/doc/25019/1/maia_contribuicao_geologia_alto_solimoes.pdf,,,,200
TO,,,,,https://rigeo.sgb.gov.br/handle/doc/22739,https://rigeo.sgb.gov.br/bitstream/doc/22739/1/manual_tecnico_geologia.pdf,,,,200
TO,,,,,https://rigeo.sgb.gov.br/handle/doc/24977,https://rigeo.sgb.gov.br/bitstream/doc/24977/1/rel_geologia_recmin_parana.pdf,,,,200
TO,,,,,https://rigeo.sgb.gov.br/handle/doc/17161,,,,,200
TO,,,,,https://rigeo.sgb.gov.br/handle/doc/17169,,,,,200
TO,,,,,https://rigeo.sgb.gov.br/handle/doc/4802,https://rigeo.sgb.gov.br/bitstream/doc/4802/1/Manual_de_geologia.pdf,,,,200
TO,,,,,https://rigeo.sgb.gov.br/handle/doc/14440,https://rigeo.sgb.gov.br/bitstream/doc/14440/1/rli_geologia_economica_projetos_especiais.pdf,,,,200
